source,target,weight
3662210,36716787,1
31235239,15949490,1
60647669,819665,2
7902369,2598964,1
39579460,72173705,1
43758908,65116894,1
22056994,92630813,1
17392847,47813994,1
15002762,24914821,1
66184021,60192806,1
60299242,24914821,1
72653545,42322430,2
24391405,246824,1
29535476,24914821,1
2537771,24914821,1
26346626,3741052,1
74025836,61710923,1
53838471,246824,1
91455313,19509834,1
91455313,67869209,1
96585798,7646727,1
38928361,79515947,1
38928361,93366305,1
79714388,33465000,1
73417013,74311497,1
70561506,39511747,1
32216611,24914821,1
64497696,74311497,1
61231053,53561793,1
99004711,74311497,1
99483670,14013869,1
39149654,246824,1
70563025,15944708,3
74025836,24914821,1
45111496,33295329,1
6501636,24047487,1
68098119,42682171,1
80935025,66510845,1
80935025,246824,2
34084748,66510845,1
79114326,78796108,1
84321640,39511747,1
64425994,68874817,1
35640750,66510845,1
48522860,24914821,1
7310566,84587021,2
95391479,70961586,1
25595965,69125066,1
14809333,70961586,1
77232480,4224365,1
41388279,18346203,1
65688175,78796108,1
2947226,521310,1
22532838,521310,1
5983275,18303795,1
14625564,18303795,1
60519955,97382002,1
73417013,89538221,1
30452374,36818576,2
73494415,521310,1
92295824,22197156,1
30452374,79364235,1
68098119,81741925,1
79916153,85679594,1
49287296,97535003,1
93055223,92514718,1
93430191,5584557,1
5550234,92514718,1
45111496,97535003,1
9848995,97535003,1
67670413,97535003,1
60096246,35345343,1
18783091,97535003,1
71432012,35014469,1
54153353,89989809,1
39958382,49606948,1
24038010,85679594,1
65335779,68834491,1
5917908,77636351,1
16244894,5584557,1
97190895,41943676,1
95135529,41066038,1
67069892,5584557,1
90626854,5584557,1
68532964,2326697,1
26073043,39727199,1
64910493,77636351,1
35640750,85677907,1
5917908,5584557,1
61166229,83489878,1
29897736,5584557,1
50972749,39727199,1
3036525,92514718,1
72144717,5584557,1
58417407,49606948,1
98203890,85677907,1
83055669,5584557,1
43589230,5584557,1
96382368,56058446,1
64060555,42695363,1
47416441,5584557,1
11154956,72373847,1
10231657,92514718,1
10231657,5584557,1
27901964,78166627,1
11613222,42695363,1
88825505,61870097,1
21082238,49606948,1
50972749,92514718,1
53642340,5584557,1
61218277,25591293,1
75701622,46074709,1
99917885,66043618,1
70878686,5584557,1
45111496,61870097,1
57943079,5584557,1
60236189,5584557,1
38072641,42695363,1
60236189,92514718,1
3036525,5584557,1
94485819,79633540,1
76648810,5584557,1
64910493,5584557,1
49606948,72373847,1
71166517,73683986,1
86401805,92514718,1
53454565,43973229,1
73969351,58879441,1
47627804,56058446,1
71760376,85677907,1
9088200,85677907,1
9088200,3487782,1
74025836,3254405,1
94401983,66510845,1
53195785,18518217,1
95317705,3254405,1
13883827,5584557,1
6273385,5584557,1
15697392,34064051,1
2895768,5584557,1
26073043,5584557,1
43885262,5584557,1
5983275,34064051,1
58982660,5584557,1
9088200,81741925,1
74095614,49261032,1
9088200,42682171,1
74492093,5584557,1
83055669,92514718,1
26842704,43973229,1
21042386,92272634,2
97190895,86976704,1
11767966,90156565,1
62708925,34064051,1
83405993,80446961,1
61892859,43973229,1
93430191,92514718,1
53480640,61870097,1
22056994,97382002,2
92295824,521310,1
34415257,22567149,1
71459615,12831072,3
9140182,35666156,1
24879565,50245601,7
37442555,18783091,1
82822077,3721808,1
20422483,86231890,1
36306187,18303795,1
70947459,69025752,1
21082238,3487782,1
21082238,42682171,1
21082238,66510845,1
29154242,86425573,1
35092033,3487782,1
15221397,521310,1
20422483,18303795,1
37342608,32201967,1
34458265,24914821,1
18199984,20630993,2
18199984,86231890,1
24391405,49261032,1
95636858,48705901,1
99895617,94340449,1
3269605,94340449,1
38928361,12330843,1
7310566,24914821,1
56721084,42682171,1
79425270,72173705,1
67083603,246824,1
67083603,42682171,1
43257272,3721808,1
43395385,3721808,1
31138748,72173705,1
31138748,20630993,1
63441788,521310,1
71549075,13348379,1
42865761,69025752,4
69687148,53561793,1
69687148,3721808,1
79219541,70240897,1
81033197,3487782,1
81033197,246824,3
77395552,3721808,1
1676102,38235592,1
81033197,17529650,1
24070295,35694981,1
64634750,74311497,1
95317705,99909215,1
50228477,39477491,1
35376047,72302640,1
45111496,20630993,2
3721808,39511747,1
3721808,53561793,1
93399707,246824,1
44459700,42682171,1
42740943,82338572,1
85693610,18346203,1
31138748,99895617,1
31138748,77430892,1
70366827,12711275,1
49119829,49915052,1
35092033,53726074,1
60827469,82015838,1
21082238,246470,1
38072641,34609876,1
95391479,54476293,1
58091250,52465314,1
77026967,30661196,1
20074152,53726074,1
83265269,53726074,1
38928361,54476293,1
3269605,69861453,1
3269605,52465314,1
13344908,52465314,1
68098119,31355737,1
75376461,54476293,1
57235422,69861453,1
28118616,42695363,2
38928361,52465314,1
2135162,69861453,1
38928361,69861453,1
88016427,8792986,1
38928361,75922144,1
22807603,42695363,2
38928361,45938208,1
38928361,14271956,1
94269335,34609876,1
13344908,89973818,1
65004102,57969163,1
38928361,2105215,1
95897476,97382002,1
45111496,89973818,1
32216611,36954083,1
13273,34609876,1
76626421,42695363,1
34115977,50169586,1
21248692,34609876,1
25699946,89973818,1
64060555,34609876,1
45111496,45938208,1
7131802,66510845,1
96969563,34609876,1
22807603,34609876,1
74023914,246824,1
7131802,246470,1
86800243,30661196,1
96969563,42695363,2
75376461,45938208,1
15282821,52465314,1
31182399,509112,1
55654887,53726074,1
15282821,95391479,1
21143276,11377527,1
13412599,8587283,1
67280471,20630993,1
79409268,64718279,3
8152867,43973229,1
53899315,43141888,1
89460620,57366079,1
89460620,29467702,1
7175750,57366079,1
62445368,69614174,1
97498501,37205737,2
2891435,97112629,1
46833666,20630993,1
76619680,11229638,1
82277105,93037376,1
31839056,93037376,1
82277105,68457945,1
88602755,93037376,1
19496899,40855747,1
19496899,68457945,1
19496899,93037376,1
91692716,68457945,1
40855747,93037376,1
31839056,68457945,1
82277105,40855747,1
98196544,40855747,1
88602755,98196544,1
91692716,40855747,1
31839056,98196544,1
56009054,43973229,1
13344908,86231890,1
46292963,55459642,1
8386850,58148865,1
91011681,41683487,1
75120131,31235239,1
75120131,64292688,1
44261180,39434829,1
19033017,44881144,1
19033017,15255950,1
58417407,56610896,1
22255783,20630993,1
55636214,48520858,1
45111496,8227373,1
88563079,20630993,1
33295329,81552058,1
44632826,20630993,1
95391479,20630993,1
61205425,39434829,1
85184879,48510138,1
79382141,82455342,1
61259853,43973229,1
80589617,43973229,1
85006125,39212005,1
58083331,97382002,3
19912370,5373856,1
14489390,42936281,1
21761740,8723858,1
55949073,63649393,1
70251070,32379045,1
79114326,65116894,1
41250178,97498501,1
86787881,11401196,1
10441252,65116894,1
55428127,13584432,1
6959729,65116894,1
82822077,69608165,1
21711609,43232737,1
87432494,43232737,1
42549984,97323196,1
12376678,9144083,1
42549984,81457089,1
95135529,81457089,1
86800243,51824266,1
48798442,2941381,1
53484076,51824266,1
61464361,25248100,1
60653175,41683487,1
49261032,25321024,1
70168501,91148590,1
8386850,39381550,1
84623525,14271956,1
15353912,72173705,1
20422483,20630993,1
8544497,43232737,1
89151711,97382002,3
29026558,47495235,1
79114326,47399658,1
55762359,20630993,1
63765011,3207492,1
40464931,43232737,1
7539870,31079554,1
17381933,44631307,1
60827469,563267,1
95135529,45938208,1
95135529,69861453,1
54223426,52465314,1
44261180,509112,1
9107240,26987973,2
94553933,35694981,1
47627804,1721234,1
62391870,69861453,1
62391870,9387919,1
61416500,33701534,1
31182399,52465314,1
71562987,89973818,1
15221397,35694981,2
28984974,563267,1
2135162,33312159,1
55231398,64532837,1
37205737,5714731,1
68382547,563267,1
58514210,52465314,1
15697392,9387919,1
35092033,24324066,1
18199984,89973818,1
29154242,509112,1
2916169,69990918,1
67202540,15896377,1
4248563,97382002,3
90856652,43012987,1
16415500,30661196,1
44926436,53726074,1
64874162,82015838,1
98130302,563267,1
99895617,52465314,1
28081977,87682098,1
16765549,9387919,2
18199984,9387919,1
20422483,64532837,1
20422483,75922144,1
20630993,9387919,1
97190895,18412187,1
21019619,99625506,1
31182399,14271956,1
86298302,14271956,1
12342011,33125835,1
43643990,33125835,3
83567709,27822384,3
60647669,15776235,1
86298302,45938208,1
68705941,6845856,1
29154242,12711275,1
66510845,53726074,1
64333144,42695363,1
89750836,52465314,1
95888216,52465314,1
46074709,58808516,1
99917885,39237277,1
65470187,97382002,1
46074709,33701534,1
41919688,15896377,1
82893996,2105215,1
43669966,39237277,1
45111496,69861453,1
86298302,69861453,1
93399707,53726074,1
23063914,52426396,1
85278640,5642476,1
99309472,43012987,1
73417013,22640619,1
20630993,69861453,1
41098894,52465314,1
52896642,15776235,1
16765549,509112,1
22145618,97382002,1
86298302,509112,1
88563079,52465314,1
13886055,5642476,1
97190895,71007398,1
99309472,97382002,1
11424893,81552058,1
77204384,33701534,1
86298302,18582568,1
44707246,26987973,2
80276954,94227634,1
71562987,52465314,1
17092064,52465314,1
35119111,42419860,4
21476275,52465314,1
55949073,34356996,1
15353912,75922144,1
95342285,92474579,1
86298302,75922144,1
86298302,2105215,1
86298302,54476293,1
86298302,52465314,1
59450745,82527882,2
49675832,33055752,1
12478273,50208859,1
14625564,5642476,1
46833666,52465314,1
51778721,75922144,1
7902369,81456598,1
15697392,52465314,1
19986521,81456598,1
5256205,81456598,1
45111496,52465314,1
62391870,52465314,1
91697463,52465314,1
57235422,52465314,1
72925615,88961214,1
68789085,52465314,1
20630993,52465314,1
55762359,52465314,1
18956399,64196333,1
95135529,85091635,1
19465415,15896377,1
36306187,52465314,1
51778721,52465314,1
33479607,79307189,1
58626084,73419737,1
50228477,12376678,1
96552237,55458627,1
71225179,60192806,1
79425270,54476293,1
20630993,54476293,1
51126759,66510845,1
12408228,17037383,1
15697392,17037383,1
68789085,18783091,1
95135529,18783091,1
45111496,9387919,1
45111496,70986556,1
86298302,9387919,1
19747316,41683487,1
95636858,45113309,1
21019619,43141888,1
509112,70986556,1
86298302,70986556,1
95636858,76122223,1
4063018,27123287,1
3269605,70986556,1
31151198,39226896,1
61826439,6895995,1
18783091,33295329,1
57235422,17037383,1
60705670,17037383,1
45192883,5117214,1
45192883,17037383,1
79425270,77430892,1
68789085,69861453,1
77204384,17037383,1
69672062,70986556,1
20630993,70986556,1
18902421,52465314,1
24774973,77075734,1
26667745,95288339,1
86532385,5642476,1
53134238,52465314,1
60706683,74043335,1
53912617,52465314,1
89750836,34252900,1
78464612,99518952,1
91519769,54265539,1
14625564,34252900,1
26353067,99518952,3
82893996,95391479,1
82893996,34252900,1
88607891,87682098,2
59668417,34252900,1
11229443,26652379,1
21143276,22944757,1
52397645,77481872,1
53134238,89973818,1
44261180,52465314,1
58091250,34252900,1
85760664,52465314,1
12872339,75922144,1
70727995,56610896,1
95391479,34252900,1
49261032,64196333,1
39579460,18582568,1
1004696,18582568,1
15353912,14271956,1
49867992,41683487,1
52896642,563267,1
7902369,60128924,1
79030979,95533465,1
89750836,91587638,1
85944857,54707788,1
96498564,52465314,1
49261032,66510845,1
24806856,11229443,1
52380117,19001188,1
8078650,49261032,1
83769144,96577731,1
24038010,97382002,1
22255783,52465314,1
90866490,54707788,1
59668417,91587638,1
52380117,33701534,1
26777403,19001188,1
85832483,97898629,1
55051185,89973818,1
83405993,52465314,1
58091250,33312159,1
95391479,33312159,1
47873775,64532837,1
47873775,56742651,1
47873775,89973818,1
95391479,91587638,1
64874162,15776235,1
57235422,75922144,1
9107240,95026042,1
14625564,75922144,1
71562987,75922144,1
64333144,11613222,1
78505263,62884213,1
58091250,75922144,1
60705670,52465314,1
58083331,19001188,1
47627804,9945162,1
62209274,42742200,1
46720172,77231804,3
46720172,98236205,1
7288851,56610896,1
8703698,563267,1
5117214,19001188,1
36591889,34609876,1
85679387,33701534,1
13238725,17381933,1
69046152,24324066,1
67280471,89973818,1
35546259,43796086,1
17474516,344452,1
26372106,52338125,1
51565659,79307189,1
95241589,39645119,1
12989626,98789145,1
60734009,98789145,1
12750493,81652016,1
23546350,23201713,1
45682589,6895995,1
60053302,39645119,1
10925541,25794878,1
68233965,15994342,1
57560456,15994342,1
15002762,53398586,1
67337099,9680146,1
3359511,41862094,1
283611,52338125,1
98130302,81669184,1
88500086,21537202,1
44459700,27978520,1
72082335,68721969,1
83265269,75893901,1
61778515,18525157,1
95144978,15171842,1
78798859,49643695,1
14095364,62191029,1
94785698,80094868,1
2304498,10629067,1
42740943,33295329,1
14982130,7280213,1
49675832,39129920,1
45162623,3074689,1
49283356,18516544,1
80683184,88651301,1
93037376,17420752,1
30547738,27123287,1
53414072,22939852,1
49867992,53507547,1
86773401,24736937,1
92484182,4492202,1
13496249,58298364,1
31723133,87223292,1
6959729,41671098,1
24674935,72737870,1
97945879,72366853,1
41256039,59220028,1
23918990,85417071,1
71210926,75632285,1
71292189,82939633,1
19368815,37560704,1
77378678,19280041,1
78675178,1893168,1
44172397,41803425,1
89151711,53507547,1
75414433,26992593,1
12342011,47874634,1
7722881,20007499,1
42628712,59220028,1
57043871,88403444,1
43298631,13602763,1
54147912,23063914,1
54954238,87820873,1
98337684,97426942,1
16191580,36856280,1
92008708,35877519,1
83621482,36709807,1
67845082,83147961,1
64340455,78816204,1
9222916,37498570,2
996775,68219192,1
24806856,21537202,1
66277622,50290848,1
17428141,57509525,1
84350983,6481458,1
84189202,17595417,1
44967521,43669966,1
94514038,6177980,1
85944857,97162385,1
46792983,78664404,1
5819556,73460459,1
63376549,61042046,1
50185930,28454765,1
68340179,45755244,1
25331160,99778408,1
52067765,99778408,1
3669659,78664404,1
24980260,48498630,1
31567919,97162385,1
19408718,52285188,1
14246537,79589707,1
80832753,36669762,1
4741647,78664404,1
60446272,75810993,1
51589002,89586097,1
64425994,60684095,1
31151198,81800570,1
4135906,87012940,1
65335779,2438458,1
32216611,82168740,1
82865101,81800570,1
43398858,87993107,1
53378308,97458906,1
10301035,39645119,1
37560704,59651877,1
67566967,17552748,1
5462476,3865176,1
70307188,13291636,1
37048380,29955057,1
6376295,87135219,1
58762560,74843700,1
17799209,67113393,1
38454561,19501279,1
3243034,50896768,1
8688520,72374370,1
93005962,41768729,1
66184021,34008451,1
27066481,85342726,1
49400850,5890380,1
67869209,49651113,1
99200873,69718878,1
29770990,76101085,1
25637210,90497817,1
13133613,66026903,1
60199803,36670772,1
39097274,98177321,1
60286696,2116328,1
7048522,38414611,1
9949194,52278974,1
74304883,82338572,1
52029423,63127605,1
32185473,96941836,1
2240995,6401671,1
82520206,72179470,1
81009318,17942795,1
41852169,66326885,1
53335593,5515679,1
28130379,58993079,1
38773152,9620097,1
17509641,22878528,1
7310566,41153496,1
64622710,19764552,1
60662514,53507547,1
45755244,33295329,1
50486787,25099079,1
35831046,72366853,1
13167671,71884974,1
5335095,49726859,1
22042746,41153496,1
28118616,21192848,1
31079554,66422163,1
2565588,55900879,1
74497005,15994342,1
45478497,19089295,1
41683089,54954238,1
48798442,39645119,1
42546310,45112045,1
55036661,24077550,1
29090670,19764552,1
42957428,75419180,1
15602377,88056790,1
30828670,89842848,1
88607891,47652066,1
68724770,68448104,1
19428836,10666529,1
28704311,90654538,1
67027080,11597398,1
40777236,56110467,1
40316232,29221919,1
71225179,58452264,1
36561568,30613987,1
52070123,69418996,1
17552748,76044537,1
80884613,4166227,1
92295824,39645119,1
7464236,44250680,1
